"userId","avg_rating_Adventure","avg_rating_Animation","avg_rating_Children","avg_rating_Comedy","avg_rating_Fantasy","avg_rating_Romance","avg_rating_Drama","avg_rating_Action","avg_rating_Crime","avg_rating_Thriller","avg_rating_Horror","avg_rating_Mystery","avg_rating_Sci-Fi","avg_rating_IMAX","avg_rating_Documentary","avg_rating_War","avg_rating_Musical","avg_rating_Western","avg_rating_Film-Noir","Adventure","Animation","Children","Comedy","Fantasy","Romance","Drama","Action","Crime","Thriller","Horror","Mystery","Sci-Fi","IMAX","Documentary","War","Musical","Western","Film-Noir"
1802,4,2.75,2.5,3.88888888888889,3,4,3.8,4.52380952380952,4,4.4,3,3,4.125,3,NA,4.5,2.75,3.66666666666667,NA,0.220338983050847,0.0677966101694915,0.101694915254237,0.457627118644068,0.0508474576271186,0.271186440677966,0.338983050847458,0.35593220338983,0.152542372881356,0.338983050847458,0.0338983050847458,0.0338983050847458,0.135593220338983,0.0338983050847458,0,0.0338983050847458,0.0677966101694915,0.0508474576271186,0
1803,3.81481481481481,3.33333333333333,4.25,3.63333333333333,4,4,3.65714285714286,3.69072164948454,3.75,3.52727272727273,3,3.71428571428571,3.51428571428571,NA,NA,4.2,3,4.33333333333333,4,0.388489208633094,0.0215827338129496,0.0287769784172662,0.215827338129496,0.0719424460431655,0.0935251798561151,0.251798561151079,0.697841726618705,0.115107913669065,0.39568345323741,0.129496402877698,0.0503597122302158,0.503597122302158,0,0,0.0359712230215827,0.0143884892086331,0.0215827338129496,0.00719424460431655
1804,4.15384615384615,3.92857142857143,4,4.1875,4.25,3.5,4.43181818181818,4.39655172413793,4.78947368421053,4.42857142857143,3.5,4.25,4.03333333333333,4.33333333333333,NA,5,NA,5,5,0.448275862068966,0.120689655172414,0.120689655172414,0.137931034482759,0.172413793103448,0.0517241379310345,0.379310344827586,0.5,0.327586206896552,0.362068965517241,0.0172413793103448,0.137931034482759,0.258620689655172,0.155172413793103,0,0.0172413793103448,0,0.0172413793103448,0.0172413793103448
1805,3.88235294117647,4,4.5,2.16666666666667,2.33333333333333,2.16666666666667,3,3.53846153846154,2.72727272727273,3.58823529411765,2.85714285714286,NA,4.08695652173913,NA,NA,NA,3,NA,NA,0.232876712328767,0.0273972602739726,0.0273972602739726,0.410958904109589,0.0410958904109589,0.0821917808219178,0.301369863013699,0.356164383561644,0.150684931506849,0.232876712328767,0.191780821917808,0,0.315068493150685,0,0,0,0.0273972602739726,0,0
1806,4,3.98148148148148,3.90983606557377,4,3.94155844155844,3.47540983606557,3.99130434782609,3.8876582278481,4.01908396946565,3.91206030150754,3.14583333333333,4.0625,3.82867132867133,4.10144927536232,1,4.22857142857143,3.16666666666667,4.16666666666667,4.75,0.290909090909091,0.0755244755244755,0.0853146853146853,0.412587412587413,0.107692307692308,0.0853146853146853,0.321678321678322,0.441958041958042,0.183216783216783,0.278321678321678,0.0335664335664336,0.0671328671328671,0.2,0.0965034965034965,0.0195804195804196,0.048951048951049,0.0041958041958042,0.0041958041958042,0.0027972027972028
1807,4.625,NA,5,4.16666666666667,NA,4.75,4.76923076923077,4.68181818181818,4.64285714285714,5,5,5,4.5625,4.75,NA,5,NA,NA,NA,0.181818181818182,0,0.0454545454545455,0.136363636363636,0,0.0909090909090909,0.590909090909091,0.5,0.318181818181818,0.227272727272727,0.0454545454545455,0.0454545454545455,0.363636363636364,0.181818181818182,0,0.181818181818182,0,0,0
1808,3.83333333333333,NA,5,4,5,4,4.44444444444444,3.88888888888889,4.66666666666667,4.16666666666667,5,4.5,4.33333333333333,NA,NA,NA,5,NA,NA,0.260869565217391,0,0.0869565217391304,0.304347826086957,0.0434782608695652,0.0869565217391304,0.391304347826087,0.391304347826087,0.260869565217391,0.521739130434783,0.0434782608695652,0.0869565217391304,0.130434782608696,0,0,0,0.0434782608695652,0,0
1809,4.47619047619048,4.875,4.875,4.27272727272727,4.78571428571429,4.75,4.77083333333333,4.23809523809524,4.7,4.35,1,4.66666666666667,4.53571428571429,4.9,NA,4.66666666666667,NA,4,NA,0.477272727272727,0.0909090909090909,0.0909090909090909,0.25,0.159090909090909,0.136363636363636,0.545454545454545,0.477272727272727,0.227272727272727,0.227272727272727,0.0227272727272727,0.0681818181818182,0.318181818181818,0.113636363636364,0,0.0681818181818182,0,0.0227272727272727,0
1810,3.9375,NA,3.5,3.71969696969697,3.94444444444444,3.94594594594595,3.89705882352941,3.35714285714286,3.74324324324324,3.72881355932203,3.65625,3.73214285714286,3.14285714285714,3,3.95833333333333,4.16666666666667,3.9,3.75,4.1875,0.0287769784172662,0,0.00359712230215827,0.237410071942446,0.0323741007194245,0.266187050359712,0.733812949640288,0.0503597122302158,0.133093525179856,0.212230215827338,0.0575539568345324,0.100719424460432,0.0251798561151079,0.00719424460431655,0.0863309352517986,0.0431654676258993,0.0179856115107914,0.00719424460431655,0.0575539568345324
1811,3.57692307692308,3,2.75,2.73684210526316,3,3.08333333333333,3.30555555555556,3.53125,3.375,3.20833333333333,3,3,3.61904761904762,4,NA,4,2.5,4,NA,0.346666666666667,0.0133333333333333,0.0533333333333333,0.253333333333333,0.0666666666666667,0.16,0.48,0.426666666666667,0.106666666666667,0.32,0.0133333333333333,0.0666666666666667,0.28,0.0133333333333333,0,0.0933333333333333,0.0266666666666667,0.0133333333333333,0
1812,2.41479820627803,3.4041095890411,3.14685314685315,2.40243902439024,2.678125,2.54929577464789,2.82374100719425,1.90837696335079,2.59550561797753,2.25886524822695,2.4390243902439,2.80188679245283,1.94086021505376,1.82727272727273,3.41666666666667,2.89285714285714,3.22727272727273,2.9,3.78571428571429,0.326500732064422,0.213762811127379,0.209370424597365,0.360175695461201,0.234260614934114,0.207906295754026,0.407027818448023,0.279648609077599,0.130307467057101,0.206442166910688,0.0600292825768668,0.0775988286969253,0.136163982430454,0.0805270863836018,0.00878477306002928,0.04099560761347,0.0644216691068814,0.0219619326500732,0.0102489019033675
1813,4.03846153846154,3.66666666666667,3.6,3.70707070707071,3.81818181818182,4,4.23333333333333,4.2,4.30769230769231,4.46666666666667,4.4,4.6,4,NA,2,4.25,4.33333333333333,4,4,0.194029850746269,0.0447761194029851,0.111940298507463,0.738805970149254,0.082089552238806,0.119402985074627,0.223880597014925,0.186567164179104,0.0970149253731343,0.111940298507463,0.0373134328358209,0.0373134328358209,0.149253731343284,0,0.00746268656716418,0.119402985074627,0.0447761194029851,0.0298507462686567,0.00746268656716418
1814,4.56818181818182,4.61111111111111,4.58823529411765,4.70454545454545,4.86363636363636,4.66666666666667,4.65555555555556,4.36666666666667,4.66666666666667,4.80769230769231,4.66666666666667,4.91666666666667,4.65,4.78571428571429,NA,4.66666666666667,4.71428571428571,NA,4.875,0.282051282051282,0.230769230769231,0.217948717948718,0.282051282051282,0.141025641025641,0.269230769230769,0.576923076923077,0.192307692307692,0.153846153846154,0.166666666666667,0.0384615384615385,0.0769230769230769,0.128205128205128,0.0897435897435897,0,0.0769230769230769,0.0897435897435897,0,0.0512820512820513
1815,4.06666666666667,2.31818181818182,3.57142857142857,4.13392857142857,4.06666666666667,4.60526315789474,4.609375,4.18269230769231,4.11111111111111,4.44791666666667,4.2,4.41666666666667,4.24431818181818,4.5,NA,4,2.5,4.5,NA,0.218978102189781,0.0802919708029197,0.0510948905109489,0.408759124087591,0.109489051094891,0.138686131386861,0.233576642335766,0.37956204379562,0.0656934306569343,0.35036496350365,0.0364963503649635,0.131386861313869,0.642335766423358,0.0291970802919708,0,0.0072992700729927,0.0145985401459854,0.0145985401459854,0
1816,3,4,3.125,3.81818181818182,4,3.63636363636364,3.91666666666667,3.17647058823529,4.33333333333333,3.22222222222222,4,4.2,3.375,NA,NA,4.75,2.71428571428571,NA,NA,0.276923076923077,0.0461538461538462,0.123076923076923,0.507692307692308,0.107692307692308,0.338461538461538,0.369230769230769,0.261538461538462,0.0923076923076923,0.138461538461538,0.0153846153846154,0.0769230769230769,0.246153846153846,0,0,0.0615384615384615,0.107692307692308,0,0
1817,4,3,4,4.44444444444444,3.66666666666667,3.33333333333333,4.55555555555556,4.16666666666667,4,3.75,5,NA,4.14285714285714,NA,NA,4.8,3.66666666666667,5,NA,0.407407407407407,0.037037037037037,0.037037037037037,0.333333333333333,0.111111111111111,0.111111111111111,0.333333333333333,0.444444444444444,0.111111111111111,0.148148148148148,0.037037037037037,0,0.259259259259259,0,0,0.185185185185185,0.111111111111111,0.037037037037037,0
1818,4.92857142857143,5,5,5,5,5,5,4.93333333333333,5,5,NA,NA,4.9,5,NA,NA,NA,NA,NA,0.608695652173913,0.130434782608696,0.130434782608696,0.0869565217391304,0.173913043478261,0.0869565217391304,0.217391304347826,0.652173913043478,0.173913043478261,0.173913043478261,0,0,0.434782608695652,0.0434782608695652,0,0,0,0,0
1819,3.06111111111111,3.21323529411765,2.88888888888889,2.47115384615385,3.20833333333333,2.51578947368421,2.859375,2.73404255319149,2.93333333333333,2.74,2.53846153846154,3,2.51515151515152,2.9,3.5,3,3.26,NA,4.5,0.304054054054054,0.22972972972973,0.273648648648649,0.527027027027027,0.243243243243243,0.320945945945946,0.324324324324324,0.158783783783784,0.0506756756756757,0.0844594594594595,0.0439189189189189,0.0608108108108108,0.111486486486486,0.0844594594594595,0.00337837837837838,0.0202702702702703,0.0844594594594595,0,0.00337837837837838
1820,4.1875,4.16666666666667,4.16666666666667,4.42857142857143,4,4.61111111111111,4.484375,4.41176470588235,4.72222222222222,4.46666666666667,4.75,4.42857142857143,4.5,4.5,4.5,5,NA,4.5,NA,0.285714285714286,0.0535714285714286,0.0535714285714286,0.25,0.0892857142857143,0.160714285714286,0.571428571428571,0.303571428571429,0.160714285714286,0.267857142857143,0.0357142857142857,0.125,0.321428571428571,0.0535714285714286,0.0178571428571429,0.0178571428571429,0,0.0178571428571429,0
1821,4,4.5,4.33333333333333,4,3.66666666666667,3.625,3.66666666666667,3.9,3.375,3.78571428571429,3,3,3.5,3.5,NA,3.5,5,NA,NA,0.28125,0.0625,0.09375,0.25,0.1875,0.25,0.375,0.3125,0.25,0.4375,0.0625,0.09375,0.0625,0.0625,0,0.0625,0.03125,0,0
1822,3,4,3.33333333333333,3.61538461538462,3,3.83333333333333,3.5625,2.5,3.5,2.625,NA,4,3,NA,NA,4.5,3,NA,NA,0.107142857142857,0.0357142857142857,0.107142857142857,0.464285714285714,0.107142857142857,0.214285714285714,0.571428571428571,0.214285714285714,0.142857142857143,0.285714285714286,0,0.0357142857142857,0.25,0,0,0.0714285714285714,0.0357142857142857,0,0
1823,3.28571428571429,2.875,3,3.03448275862069,3.33333333333333,3.71428571428571,3.28260869565217,3.04545454545455,3.125,2.91666666666667,3.2,3.08333333333333,3.25,2.5,3,2.5,NA,NA,NA,0.269230769230769,0.0769230769230769,0.0192307692307692,0.557692307692308,0.173076923076923,0.134615384615385,0.442307692307692,0.211538461538462,0.0769230769230769,0.115384615384615,0.0961538461538462,0.115384615384615,0.192307692307692,0.0192307692307692,0.0192307692307692,0.0192307692307692,0,0,0
1824,4.24468085106383,4.13333333333333,4.11764705882353,3.9060773480663,4.1875,3.99056603773585,4.02011494252874,4.26984126984127,4.1937984496124,4.15263157894737,4.2962962962963,4.20253164556962,4.26530612244898,4.44,4.11111111111111,3.73333333333333,3.9,3.66666666666667,4.28571428571429,0.158249158249158,0.0505050505050505,0.0572390572390572,0.304713804713805,0.0808080808080808,0.178451178451178,0.585858585858586,0.212121212121212,0.217171717171717,0.31986531986532,0.0454545454545455,0.132996632996633,0.0824915824915825,0.0420875420875421,0.0151515151515152,0.0252525252525253,0.0336700336700337,0.0101010101010101,0.0117845117845118
1825,2.75,NA,NA,3.4,NA,3.4,3.69230769230769,2.88888888888889,3.42857142857143,3.21428571428571,4,4,3,4,NA,5,NA,3,NA,0.153846153846154,0,0,0.384615384615385,0,0.384615384615385,0.5,0.346153846153846,0.269230769230769,0.538461538461538,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0384615384615385,0,0.0384615384615385,0,0.0769230769230769,0
1826,3.0377358490566,3.47727272727273,3.21428571428571,3.7,3.12903225806452,3.5,3.51923076923077,3.30434782608696,3.9375,3.725,4.4,3.42857142857143,3.16129032258065,2.79411764705882,NA,4.16666666666667,4.5,3,NA,0.535353535353535,0.222222222222222,0.212121212121212,0.353535353535354,0.313131313131313,0.0909090909090909,0.262626262626263,0.464646464646465,0.161616161616162,0.202020202020202,0.0505050505050505,0.0707070707070707,0.313131313131313,0.171717171717172,0,0.0303030303030303,0.0202020202020202,0.0101010101010101,0
1827,3.04597701149425,3.29166666666667,2.96875,2.71186440677966,2.76470588235294,2.84615384615385,2.54807692307692,3.11344537815126,3.07575757575758,2.97674418604651,1.25,2.34375,2.98837209302326,3.66666666666667,NA,2.65384615384615,3,2.25,3.5,0.462765957446808,0.0638297872340425,0.0851063829787234,0.313829787234043,0.0904255319148936,0.138297872340426,0.276595744680851,0.632978723404255,0.175531914893617,0.457446808510638,0.0106382978723404,0.0851063829787234,0.228723404255319,0.0319148936170213,0,0.0691489361702128,0.00531914893617021,0.0106382978723404,0.00531914893617021
1828,3.76,4.08333333333333,3.9375,3.73529411764706,4.05,3.69047619047619,3.82222222222222,3.7037037037037,4.03846153846154,3.66666666666667,4,3.85714285714286,3.58823529411765,3.875,4.5,4.09090909090909,4,3,4,0.277777777777778,0.0666666666666667,0.0888888888888889,0.377777777777778,0.111111111111111,0.233333333333333,0.5,0.3,0.144444444444444,0.2,0.0222222222222222,0.0777777777777778,0.188888888888889,0.0444444444444444,0.0222222222222222,0.122222222222222,0.0444444444444444,0.0111111111111111,0.0111111111111111
1829,4.11363636363636,3.8125,3.5,3.65625,3.875,3.75,3.95454545454545,4.03846153846154,3.96153846153846,4.075,3.5,4.41666666666667,4.15625,4.33333333333333,NA,4,3.5,NA,NA,0.379310344827586,0.137931034482759,0.103448275862069,0.275862068965517,0.206896551724138,0.137931034482759,0.379310344827586,0.448275862068966,0.224137931034483,0.344827586206897,0.0689655172413793,0.103448275862069,0.275862068965517,0.0517241379310345,0,0.0862068965517241,0.0344827586206897,0,0
1830,4.2,4,3.5,3.78947368421053,4,4.16666666666667,4.31481481481481,4.18181818181818,4.16666666666667,4.11764705882353,4.5,4.25,4.16666666666667,NA,NA,4.75,4,4,NA,0.0617283950617284,0.0246913580246914,0.0246913580246914,0.234567901234568,0.037037037037037,0.222222222222222,0.666666666666667,0.135802469135802,0.148148148148148,0.209876543209877,0.0246913580246914,0.0987654320987654,0.0740740740740741,0,0,0.0493827160493827,0.0123456790123457,0.0246913580246914,0
1831,4,NA,NA,3.76315789473684,3.4,3.94117647058824,4.25,2.75,4.25,NA,NA,NA,2,NA,5,5,1.66666666666667,NA,NA,0.0227272727272727,0,0,0.863636363636364,0.113636363636364,0.386363636363636,0.545454545454545,0.0909090909090909,0.0909090909090909,0,0,0,0.0227272727272727,0,0.0227272727272727,0.0227272727272727,0.0681818181818182,0,0
1832,3.16666666666667,NA,NA,2.3,2.875,3.42857142857143,3.77777777777778,3.5,3.16666666666667,3.28571428571429,2.66666666666667,3.16666666666667,3.625,3,NA,3.3,NA,4,NA,0.162162162162162,0,0,0.405405405405405,0.108108108108108,0.189189189189189,0.486486486486487,0.162162162162162,0.0810810810810811,0.189189189189189,0.0810810810810811,0.0810810810810811,0.216216216216216,0.027027027027027,0,0.135135135135135,0,0.0810810810810811,0
1833,4.07142857142857,4,NA,4.03333333333333,4.4,3,4.27777777777778,3.94444444444444,4.44444444444444,4.1875,3.65384615384615,4.08333333333333,3.58333333333333,3.75,NA,5,NA,4.25,4,0.137254901960784,0.0392156862745098,0,0.294117647058824,0.0980392156862745,0.0196078431372549,0.529411764705882,0.176470588235294,0.352941176470588,0.313725490196078,0.254901960784314,0.117647058823529,0.117647058823529,0.0392156862745098,0,0.0196078431372549,0,0.0392156862745098,0.0196078431372549
1834,4.43589743589744,4.27272727272727,4.55555555555556,4.32,4.53333333333333,4.47540983606557,4.45283018867925,4.7258064516129,4.61764705882353,4.67213114754098,4.70588235294118,4.92307692307692,4.79166666666667,5,2.5,4.7,4.5,4.55555555555556,4.5,0.156626506024096,0.0441767068273092,0.108433734939759,0.401606425702811,0.0602409638554217,0.244979919678715,0.42570281124498,0.248995983935743,0.136546184738956,0.244979919678715,0.0682730923694779,0.0522088353413655,0.0963855421686747,0.0120481927710843,0.00803212851405622,0.0401606425702811,0.0321285140562249,0.036144578313253,0.00803212851405622
1835,3.83333333333333,5,4.6,3.90909090909091,3.6,4.2,4.36,3.55,3.92857142857143,4.08333333333333,4.5,4.4,3.55555555555556,5,NA,4.8,5,4,NA,0.206896551724138,0.0517241379310345,0.0862068965517241,0.379310344827586,0.0862068965517241,0.258620689655172,0.431034482758621,0.344827586206897,0.241379310344828,0.413793103448276,0.0344827586206897,0.0862068965517241,0.155172413793103,0.0517241379310345,0,0.0862068965517241,0.0517241379310345,0.0517241379310345,0
1836,3.58333333333333,3.60606060606061,3.52173913043478,3.70967741935484,3.25,3.45,3.38666666666667,3.39080459770115,3.35135135135135,3.26086956521739,3.75,3.36842105263158,3.75862068965517,4.33333333333333,NA,3.84615384615385,3.48148148148148,3.66666666666667,2,0.311688311688312,0.142857142857143,0.199134199134199,0.268398268398268,0.103896103896104,0.173160173160173,0.324675324675325,0.376623376623377,0.16017316017316,0.298701298701299,0.051948051948052,0.0822510822510823,0.125541125541126,0.012987012987013,0,0.0562770562770563,0.116883116883117,0.051948051948052,0.00865800865800866
1837,4.75,4.53333333333333,4.83333333333333,4.88888888888889,5,5,4.5,4.33333333333333,4.66666666666667,4.5,5,5,4.33333333333333,5,NA,NA,4.25,NA,NA,0.380952380952381,0.714285714285714,0.571428571428571,0.428571428571429,0.19047619047619,0.0476190476190476,0.285714285714286,0.142857142857143,0.142857142857143,0.19047619047619,0.0476190476190476,0.0952380952380952,0.142857142857143,0.0476190476190476,0,0,0.19047619047619,0,0
1838,4.23529411764706,4.25,4.14285714285714,4.22727272727273,4.42857142857143,3.875,4.29411764705882,4.46153846153846,4.375,4.45833333333333,5,4.5,4.44444444444444,4.33333333333333,NA,3.66666666666667,4.66666666666667,4,NA,0.298245614035088,0.0701754385964912,0.12280701754386,0.385964912280702,0.12280701754386,0.140350877192982,0.298245614035088,0.456140350877193,0.280701754385965,0.421052631578947,0.0175438596491228,0.0350877192982456,0.157894736842105,0.0526315789473684,0,0.0526315789473684,0.0526315789473684,0.0175438596491228,0
1839,3.45,3.75,3.33333333333333,3.27272727272727,3.5,3.27777777777778,3.625,3.35365853658537,3.76190476190476,3.46551724137931,2.91666666666667,3.8,3.51785714285714,4,NA,3.3,3.83333333333333,2.5,4,0.277777777777778,0.0185185185185185,0.0277777777777778,0.509259259259259,0.12037037037037,0.166666666666667,0.37037037037037,0.37962962962963,0.194444444444444,0.268518518518519,0.0555555555555556,0.0925925925925926,0.259259259259259,0.00925925925925926,0,0.0462962962962963,0.0277777777777778,0.00925925925925926,0.00925925925925926
1840,3.63888888888889,3.125,3.64285714285714,3.91666666666667,4,4.08,3.8974358974359,2.9375,3,2.625,2.9,4.25,3.1875,3,NA,3.8,3.66666666666667,5,NA,0.211764705882353,0.0470588235294118,0.0823529411764706,0.423529411764706,0.152941176470588,0.294117647058824,0.458823529411765,0.188235294117647,0.105882352941176,0.0941176470588235,0.0588235294117647,0.0470588235294118,0.188235294117647,0.0235294117647059,0,0.0588235294117647,0.0705882352941176,0.0117647058823529,0
1841,3.52941176470588,3.85714285714286,3.72222222222222,3.47706422018349,3.71428571428571,3.33333333333333,3.64516129032258,3.63636363636364,3.81818181818182,3.6,2.8,3.5,3.58333333333333,NA,NA,3.6,3.36363636363636,NA,NA,0.139344262295082,0.0573770491803279,0.147540983606557,0.89344262295082,0.114754098360656,0.270491803278689,0.254098360655738,0.0901639344262295,0.0901639344262295,0.0819672131147541,0.040983606557377,0.0327868852459016,0.0983606557377049,0,0,0.040983606557377,0.0901639344262295,0,0
1842,3.78382838283828,3.93859649122807,3.75263157894737,3.5327868852459,3.71895424836601,3.6,3.69933920704846,3.70072115384615,3.57602339181287,3.64627659574468,3.49206349206349,3.67816091954023,3.74703557312253,3.83076923076923,3.77083333333333,3.54761904761905,3.68604651162791,3.5625,3.33333333333333,0.265789473684211,0.05,0.0833333333333333,0.321052631578947,0.134210526315789,0.162280701754386,0.398245614035088,0.364912280701754,0.15,0.329824561403509,0.0552631578947368,0.0763157894736842,0.221929824561404,0.0570175438596491,0.0421052631578947,0.0184210526315789,0.037719298245614,0.00701754385964912,0.00263157894736842
1843,4.01923076923077,4.35,4.125,3.8,4.05555555555556,3.70689655172414,3.94791666666667,3.69565217391304,3.89285714285714,3.875,3.83333333333333,4.09090909090909,3.4,NA,4.125,4.375,4.5,5,4.08333333333333,0.262626262626263,0.101010101010101,0.0808080808080808,0.303030303030303,0.0909090909090909,0.292929292929293,0.484848484848485,0.232323232323232,0.141414141414141,0.202020202020202,0.0606060606060606,0.111111111111111,0.101010101010101,0,0.0404040404040404,0.121212121212121,0.0202020202020202,0.0101010101010101,0.0606060606060606
1844,2.99280575539568,3.5625,3.1,3.44036697247706,3.33333333333333,3.76923076923077,3.7593220338983,2.92993630573248,3.7875,3.27741935483871,3.29090909090909,3.63013698630137,2.98571428571429,2.59459459459459,3.69230769230769,3.8421052631579,3.3,3.75,4.18181818181818,0.249551166965889,0.0574506283662478,0.0359066427289048,0.195691202872531,0.134649910233393,0.116696588868941,0.529622980251346,0.281867145421903,0.143626570915619,0.278276481149013,0.0987432675044883,0.131059245960503,0.251346499102334,0.066427289048474,0.0466786355475763,0.0341113105924596,0.0179533213644524,0.00718132854578097,0.0197486535008977
1845,3.46875,2.75,2.57142857142857,3.25806451612903,3,3.28571428571429,3.48275862068966,3.67924528301887,3.72727272727273,3.65909090909091,3.4,4,3.625,2,NA,3.75,2.25,3.5,NA,0.273504273504274,0.0341880341880342,0.0598290598290598,0.52991452991453,0.11965811965812,0.11965811965812,0.247863247863248,0.452991452991453,0.188034188034188,0.376068376068376,0.0427350427350427,0.0512820512820513,0.136752136752137,0.0170940170940171,0,0.0341880341880342,0.0341880341880342,0.0341880341880342,0
1846,3.83333333333333,NA,4,3.35,3.5,3.8125,3.77272727272727,3.35714285714286,3.5,3.28571428571429,4,3.5,3.16666666666667,NA,NA,4.5,NA,NA,NA,0.130434782608696,0,0.0434782608695652,0.434782608695652,0.0869565217391304,0.347826086956522,0.478260869565217,0.304347826086957,0.173913043478261,0.304347826086957,0.0869565217391304,0.0869565217391304,0.130434782608696,0,0,0.0434782608695652,0,0,0
1847,3.71153846153846,3.3125,3.33333333333333,3.25,3.81818181818182,3.5,3.90909090909091,3.8125,3.97619047619048,3.8,2.25,3.875,3.39285714285714,4.0625,4.16666666666667,4.14285714285714,NA,4,3,0.292134831460674,0.0898876404494382,0.0674157303370786,0.112359550561798,0.123595505617978,0.0786516853932584,0.49438202247191,0.449438202247191,0.235955056179775,0.393258426966292,0.0224719101123595,0.0898876404494382,0.157303370786517,0.0898876404494382,0.0337078651685393,0.0786516853932584,0,0.0224719101123595,0.0112359550561798
1848,3.48,3,3.22222222222222,3.45333333333333,3.42857142857143,3.77777777777778,3.86666666666667,3.46511627906977,3.6551724137931,3.62745098039216,3.08333333333333,3.46666666666667,3.47619047619048,4,NA,4.22222222222222,3.5,3.8,2.33333333333333,0.125628140703518,0.0251256281407035,0.0452261306532663,0.376884422110553,0.0703517587939698,0.226130653266332,0.527638190954774,0.21608040201005,0.14572864321608,0.256281407035176,0.0603015075376884,0.0753768844221105,0.105527638190955,0.0050251256281407,0,0.0452261306532663,0.0201005025125628,0.0251256281407035,0.0150753768844221
1849,3.23529411764706,3,3,3.33333333333333,2.8,3.36363636363636,3.61290322580645,2.95833333333333,3.33333333333333,3.26923076923077,3,3.33333333333333,3,3.5,4,4.25,3,4,4,0.253731343283582,0.0298507462686567,0.0447761194029851,0.26865671641791,0.0746268656716418,0.164179104477612,0.462686567164179,0.358208955223881,0.17910447761194,0.388059701492537,0.0447761194029851,0.0447761194029851,0.104477611940299,0.0298507462686567,0.0149253731343284,0.0597014925373134,0.0149253731343284,0.0298507462686567,0.0149253731343284
1850,2.42857142857143,1.4,2.41666666666667,2.76595744680851,2.54545454545455,2.75757575757576,3.15384615384615,2.88235294117647,3.71428571428571,3.25714285714286,3.33333333333333,3.85714285714286,3.07142857142857,1.66666666666667,NA,3,1.4,3.33333333333333,NA,0.165354330708661,0.0393700787401575,0.094488188976378,0.37007874015748,0.0866141732283465,0.259842519685039,0.511811023622047,0.267716535433071,0.165354330708661,0.275590551181102,0.0236220472440945,0.0551181102362205,0.110236220472441,0.0236220472440945,0,0.0551181102362205,0.0393700787401575,0.047244094488189,0
1851,4.19565217391304,4,3.88888888888889,4.22413793103448,4.03846153846154,4.42857142857143,4.38793103448276,4.35333333333333,4.23333333333333,4.40350877192982,4,4.39473684210526,4.32142857142857,4.15,NA,4.5,5,5,3.5,0.312925170068027,0.0748299319727891,0.0612244897959184,0.197278911564626,0.0884353741496599,0.0476190476190476,0.394557823129252,0.510204081632653,0.306122448979592,0.387755102040816,0.054421768707483,0.129251700680272,0.285714285714286,0.136054421768707,0,0.0612244897959184,0.00680272108843537,0.0136054421768707,0.00680272108843537
1852,3.65,4.5,4.1,3.69230769230769,4.375,3.95,3.95454545454545,3.975,3.88888888888889,4.01785714285714,4.29411764705882,3.64285714285714,4,3.5,NA,3.375,4.16666666666667,NA,3,0.163934426229508,0.0327868852459016,0.0819672131147541,0.213114754098361,0.0655737704918033,0.163934426229508,0.360655737704918,0.327868852459016,0.147540983606557,0.459016393442623,0.278688524590164,0.114754098360656,0.245901639344262,0.0163934426229508,0,0.0655737704918033,0.0491803278688525,0,0.0163934426229508
1853,3.06666666666667,3,3,3.5,3.5,4,3.36842105263158,3.33333333333333,3.125,3.44827586206897,4,4,3.3,2,NA,3.25,3,4,NA,0.283018867924528,0.0188679245283019,0.0188679245283019,0.264150943396226,0.0377358490566038,0.0754716981132075,0.358490566037736,0.566037735849057,0.30188679245283,0.547169811320755,0.0943396226415094,0.0566037735849057,0.188679245283019,0.0188679245283019,0,0.0754716981132075,0.0188679245283019,0.0377358490566038,0
1854,1.91666666666667,3.33333333333333,3.33333333333333,2.75,2,2.1,2.5,2.3125,3,2.45454545454545,2.83333333333333,2.125,2.5,NA,NA,0.75,3.5,NA,2.5,0.25,0.125,0.125,0.333333333333333,0.0833333333333333,0.208333333333333,0.5,0.333333333333333,0.208333333333333,0.458333333333333,0.125,0.166666666666667,0.166666666666667,0,0,0.0833333333333333,0.0416666666666667,0,0.0416666666666667
1855,4.35294117647059,4.16666666666667,4.33333333333333,4.31034482758621,4.11111111111111,3.6,4,4.25,4.5,4.05,3.5,3.875,4.26923076923077,3.75,NA,NA,3.75,4.5,NA,0.34,0.12,0.24,0.58,0.18,0.1,0.18,0.44,0.12,0.2,0.06,0.08,0.26,0.04,0,0,0.08,0.04,0
1856,4,NA,NA,3.14285714285714,NA,3.83333333333333,3.96551724137931,4.14285714285714,3.875,3,4,3.75,3,NA,NA,4.5,NA,NA,NA,0.0810810810810811,0,0,0.189189189189189,0,0.162162162162162,0.783783783783784,0.189189189189189,0.216216216216216,0.162162162162162,0.0540540540540541,0.108108108108108,0.0540540540540541,0,0,0.162162162162162,0,0,0
1857,2.91666666666667,2.5,2.25,3,4.75,3.75,3.53846153846154,2.85,2.875,2.875,NA,3,3,NA,NA,3.5,NA,NA,3,0.260869565217391,0.0434782608695652,0.0869565217391304,0.478260869565217,0.0869565217391304,0.260869565217391,0.565217391304348,0.434782608695652,0.347826086956522,0.347826086956522,0,0.130434782608696,0.0869565217391304,0,0,0.0869565217391304,0,0,0.0434782608695652
